term,coef,pvalue
const,65.31272237990594,1.6446429340166194e-24
BFC (%),-63.94003683459235,8.083123251554841e-14
Temperature (°C),-0.08670273888282988,3.489359388240357e-11
BFC (%)*Temperature (°C),0.04574391585611469,3.2006987523822233e-14
BFC (%)^2,17.14846765008086,0.0007778362146572986
Temperature (°C)^2,2.542176932603346e-05,0.001314625504428465
