term,coef,pvalue
const,2.196509375355919,3.103221964339824e-05
BFC (%),-1.1056749999439444,0.2770251612873278
Temperature (°C),-0.0032595937501123475,0.06468151119142088
BFC (%)*Temperature (°C),-0.0004831250000000069,0.49021580129930653
BFC (%)^2,1.4347499999439473,0.11072092123377919
Temperature (°C)^2,2.173046874994042e-06,0.12167622370986975
