BFC (%),Temperature (°C),Predicted Strength (MPa)
0.0,200.0,5.980949330041565
0.02564102564102564,200.0,6.048590285327112
0.05128205128205128,200.0,6.112854109666808
0.07692307692307693,200.0,6.173740803060651
0.10256410256410256,200.0,6.231250365508641
0.1282051282051282,200.0,6.285382797010781
0.15384615384615385,200.0,6.336138097567067
0.1794871794871795,200.0,6.383516267177502
0.20512820512820512,200.0,6.427517305842084
0.23076923076923075,200.0,6.4681412135608145
0.2564102564102564,200.0,6.505387990333693
0.28205128205128205,200.0,6.53925763616072
0.3076923076923077,200.0,6.5697501510418945
0.3333333333333333,200.0,6.596865534977216
0.358974358974359,200.0,6.620603787966687
0.3846153846153846,200.0,6.640964910010304
0.41025641025641024,200.0,6.657948901108071
0.4358974358974359,200.0,6.6715557612599845
0.4615384615384615,200.0,6.681785490466046
0.48717948717948717,200.0,6.688638088726256
0.5128205128205128,200.0,6.6921135560406135
0.5384615384615384,200.0,6.692211892409119
0.5641025641025641,200.0,6.688933097831773
0.5897435897435898,200.0,6.682277172308574
0.6153846153846154,200.0,6.672244115839524
0.641025641025641,200.0,6.658833928424622
0.6666666666666666,200.0,6.642046610063867
0.6923076923076923,200.0,6.621882160757259
0.717948717948718,200.0,6.5983405805048
0.7435897435897436,200.0,6.571421869306489
0.7692307692307692,200.0,6.541126027162326
0.7948717948717948,200.0,6.507453054072311
0.8205128205128205,200.0,6.470402950036444
0.8461538461538461,200.0,6.429975715054725
0.8717948717948718,200.0,6.386171349127153
0.8974358974358974,200.0,6.3389898522537305
0.923076923076923,200.0,6.288431224434454
0.9487179487179487,200.0,6.234495465669326
0.9743589743589743,200.0,6.177182575958348
1.0,200.0,6.116492555301516
0.0,220.51282051282053,5.977438012833383
0.02564102564102564,220.51282051282053,6.046014833541157
0.05128205128205128,220.51282051282053,6.11121452330308
0.07692307692307693,220.51282051282053,6.1730370821191505
0.10256410256410256,220.51282051282053,6.231482509989368
0.1282051282051282,220.51282051282053,6.286550806913734
0.15384615384615385,220.51282051282053,6.338241972892248
0.1794871794871795,220.51282051282053,6.386556007924909
0.20512820512820512,220.51282051282053,6.43149291201172
0.23076923076923075,220.51282051282053,6.473052685152678
0.2564102564102564,220.51282051282053,6.511235327347784
0.28205128205128205,220.51282051282053,6.546040838597037
0.3076923076923077,220.51282051282053,6.577469218900438
0.3333333333333333,220.51282051282053,6.605520468257987
0.358974358974359,220.51282051282053,6.630194586669686
0.3846153846153846,220.51282051282053,6.65149157413553
0.41025641025641024,220.51282051282053,6.669411430655524
0.4358974358974359,220.51282051282053,6.683954156229665
0.4615384615384615,220.51282051282053,6.695119750857954
0.48717948717948717,220.51282051282053,6.702908214540391
0.5128205128205128,220.51282051282053,6.707319547276976
0.5384615384615384,220.51282051282053,6.708353749067709
0.5641025641025641,220.51282051282053,6.706010819912589
0.5897435897435898,220.51282051282053,6.700290759811618
0.6153846153846154,220.51282051282053,6.6911935687647945
0.641025641025641,220.51282051282053,6.678719246772119
0.6666666666666666,220.51282051282053,6.662867793833592
0.6923076923076923,220.51282051282053,6.643639209949212
0.717948717948718,220.51282051282053,6.62103349511898
0.7435897435897436,220.51282051282053,6.595050649342896
0.7692307692307692,220.51282051282053,6.565690672620961
0.7948717948717948,220.51282051282053,6.532953564953173
0.8205128205128205,220.51282051282053,6.496839326339534
0.8461538461538461,220.51282051282053,6.457347956780041
0.8717948717948718,220.51282051282053,6.414479456274697
0.8974358974358974,220.51282051282053,6.368233824823501
0.923076923076923,220.51282051282053,6.318611062426452
0.9487179487179487,220.51282051282053,6.265611169083551
0.9743589743589743,220.51282051282053,6.209234144794799
1.0,220.51282051282053,6.149479989560195
0.0,241.02564102564102,5.9713482310072985
0.02564102564102564,241.02564102564102,6.040860917137301
0.05128205128205128,241.02564102564102,6.10699647232145
0.07692307692307693,241.02564102564102,6.1697548965597475
0.10256410256410256,241.02564102564102,6.229136189852192
0.1282051282051282,241.02564102564102,6.285140352198786
0.15384615384615385,241.02564102564102,6.337767383599527
0.1794871794871795,241.02564102564102,6.387017284054416
0.20512820512820512,241.02564102564102,6.432890053563453
0.23076923076923075,241.02564102564102,6.475385692126638
0.2564102564102564,241.02564102564102,6.51450419974397
0.28205128205128205,241.02564102564102,6.550245576415452
0.3076923076923077,241.02564102564102,6.58260982214108
0.3333333333333333,241.02564102564102,6.611596936920857
0.358974358974359,241.02564102564102,6.637206920754782
0.3846153846153846,241.02564102564102,6.659439773642854
0.41025641025641024,241.02564102564102,6.678295495585075
0.4358974358974359,241.02564102564102,6.693774086581443
0.4615384615384615,241.02564102564102,6.705875546631959
0.48717948717948717,241.02564102564102,6.714599875736623
0.5128205128205128,241.02564102564102,6.719947073895435
0.5384615384615384,241.02564102564102,6.7219171411083956
0.5641025641025641,241.02564102564102,6.720510077375503
0.5897435897435898,241.02564102564102,6.715725882696759
0.6153846153846154,241.02564102564102,6.707564557072163
0.641025641025641,241.02564102564102,6.696026100501715
0.6666666666666666,241.02564102564102,6.6811105129854145
0.6923076923076923,241.02564102564102,6.662817794523262
0.717948717948718,241.02564102564102,6.641147945115257
0.7435897435897436,241.02564102564102,6.616100964761401
0.7692307692307692,241.02564102564102,6.5876768534616925
0.7948717948717948,241.02564102564102,6.555875611216132
0.8205128205128205,241.02564102564102,6.520697238024719
0.8461538461538461,241.02564102564102,6.482141733887454
0.8717948717948718,241.02564102564102,6.4402090988043375
0.8974358974358974,241.02564102564102,6.394899332775369
0.923076923076923,241.02564102564102,6.346212435800547
0.9487179487179487,241.02564102564102,6.294148407879874
0.9743589743589743,241.02564102564102,6.238707249013348
1.0,241.02564102564102,6.179888959200971
0.0,261.53846153846155,5.9626799845633105
0.02564102564102564,261.53846153846155,6.033128536115539
0.05128205128205128,261.53846153846155,6.100199956721917
0.07692307692307693,261.53846153846155,6.1638942463824415
0.10256410256410256,261.53846153846155,6.224211405097114
0.1282051282051282,261.53846153846155,6.281151432865934
0.15384615384615385,261.53846153846155,6.334714329688902
0.1794871794871795,261.53846153846155,6.384900095566018
0.20512820512820512,261.53846153846155,6.431708730497283
0.23076923076923075,261.53846153846155,6.475140234482695
0.2564102564102564,261.53846153846155,6.515194607522256
0.28205128205128205,261.53846153846155,6.551871849615964
0.3076923076923077,261.53846153846155,6.585171960763819
0.3333333333333333,261.53846153846155,6.615094940965823
0.358974358974359,261.53846153846155,6.641640790221975
0.3846153846153846,261.53846153846155,6.664809508532274
0.41025641025641024,261.53846153846155,6.684601095896722
0.4358974358974359,261.53846153846155,6.701015552315318
0.4615384615384615,261.53846153846155,6.7140528777880615
0.48717948717948717,261.53846153846155,6.723713072314953
0.5128205128205128,261.53846153846155,6.729996135895991
0.5384615384615384,261.53846153846155,6.732902068531179
0.5641025641025641,261.53846153846155,6.732430870220514
0.5897435897435898,261.53846153846155,6.728582540963997
0.6153846153846154,261.53846153846155,6.721357080761629
0.641025641025641,261.53846153846155,6.710754489613408
0.6666666666666666,261.53846153846155,6.696774767519335
0.6923076923076923,261.53846153846155,6.6794179144794095
0.717948717948718,261.53846153846155,6.658683930493631
0.7435897435897436,261.53846153846155,6.634572815562002
0.7692307692307692,261.53846153846155,6.607084569684521
0.7948717948717948,261.53846153846155,6.576219192861188
0.8205128205128205,261.53846153846155,6.541976685092003
0.8461538461538461,261.53846153846155,6.504357046376965
0.8717948717948718,261.53846153846155,6.463360276716076
0.8974358974358974,261.53846153846155,6.418986376109333
0.923076923076923,261.53846153846155,6.371235344556739
0.9487179487179487,261.53846153846155,6.320107182058293
0.9743589743589743,261.53846153846155,6.265601888613995
1.0,261.53846153846155,6.207719464223845
0.0,282.05128205128204,5.951433273501419
